SubscriptionLogId,CustomerId,ClubPlanName,MonthlyFeeBRL,PointsCredited,BillingDate,PaymentStatus,PaymentMethod
SUB-911820,CUST-10997,Clube Plus 5k,219.90,5000,2025-10-22T10:00:00Z,Paid,Credit Card
SUB-903647,CUST-10295,Clube Plus 5k,219.90,5000,2025-10-22T11:00:00Z,Paid,Auto Debit
SUB-902657,CUST-10219,Clube Top 20k,799.90,20000,2025-10-23T07:00:00Z,Paid,PIX Auto
SUB-910834,CUST-10909,Clube Super 10k,489.90,10000,2025-10-23T07:00:00Z,Paid,Credit Card
SUB-902950,CUST-10239,Clube Plus 5k,219.90,5000,2025-10-23T08:00:00Z,Paid,Auto Debit
SUB-906615,CUST-10568,Clube Super 10k,489.90,10000,2025-10-23T08:00:00Z,Paid,Auto Debit
SUB-910560,CUST-10885,Clube Plus 5k,219.90,5000,2025-10-23T09:00:00Z,Paid,Credit Card
SUB-901219,CUST-10099,Clube Super 10k,489.90,10000,2025-10-23T11:00:00Z,Paid,Auto Debit
SUB-906813,CUST-10582,Clube Top 20k,799.90,20000,2025-10-23T11:00:00Z,Paid,Credit Card
SUB-905305,CUST-10452,Clube Top 20k,799.90,20000,2025-10-23T12:00:00Z,Paid,Credit Card
SUB-906446,CUST-10556,Clube Super 10k,489.90,10000,2025-10-23T12:00:00Z,Paid,Credit Card
SUB-906656,CUST-10571,Clube Plus 5k,219.90,5000,2025-10-24T10:00:00Z,Paid,Credit Card
SUB-906313,CUST-10548,Clube Top 20k,799.90,20000,2025-10-24T11:00:00Z,Paid,Credit Card
SUB-908107,CUST-10689,Clube Top 20k,799.90,20000,2025-10-25T06:00:00Z,Paid,Auto Debit
SUB-910649,CUST-10892,Clube Classic 1k,44.90,1000,2025-10-25T08:00:00Z,Paid,Credit Card
SUB-906497,CUST-10559,Clube Top 20k,799.90,20000,2025-10-25T09:00:00Z,Paid,Credit Card
SUB-907737,CUST-10660,Clube Top 20k,799.90,20000,2025-10-26T08:00:00Z,Paid,Credit Card
SUB-900340,CUST-10025,Clube Plus 5k,219.90,5000,2025-10-26T09:00:00Z,Paid,Credit Card
SUB-900141,CUST-10010,Clube Top 20k,799.90,20000,2025-10-27T06:00:00Z,Paid,Credit Card
SUB-902924,CUST-10238,Clube Top 20k,799.90,20000,2025-10-27T08:00:00Z,Paid,Auto Debit
SUB-904899,CUST-10415,Clube Top 20k,799.90,20000,2025-10-27T10:00:00Z,Paid,Credit Card
SUB-908821,CUST-10740,Clube Super 10k,489.90,10000,2025-10-27T10:00:00Z,Paid,PIX Auto
SUB-907197,CUST-10617,Clube Classic 1k,44.90,1000,2025-10-28T06:00:00Z,Paid,Auto Debit
SUB-905907,CUST-10510,Clube Top 20k,799.90,20000,2025-10-28T09:00:00Z,Paid,Credit Card
SUB-905930,CUST-10511,Clube Super 10k,489.90,10000,2025-10-28T09:00:00Z,Paid,Credit Card
SUB-911268,CUST-10952,Clube Super 10k,489.90,10000,2025-10-28T12:00:00Z,Paid,Credit Card
SUB-900084,CUST-10006,Clube Classic 1k,44.90,1000,2025-10-29T09:00:00Z,Paid,Credit Card
SUB-910581,CUST-10886,Clube Top 20k,799.90,20000,2025-10-29T09:00:00Z,Paid,Credit Card
SUB-900715,CUST-10059,Clube Top 20k,799.90,20000,2025-10-29T10:00:00Z,Paid,PIX Auto
SUB-906187,CUST-10542,Clube Super 10k,489.90,10000,2025-10-30T08:00:00Z,Paid,Auto Debit
SUB-908012,CUST-10680,Clube Classic 1k,44.90,1000,2025-10-30T10:00:00Z,Paid,PIX Auto
SUB-910398,CUST-10873,Clube Special 3k,129.90,3000,2025-10-30T11:00:00Z,Paid,Credit Card
SUB-901426,CUST-10120,Clube Top 20k,799.90,20000,2025-10-31T06:00:00Z,Paid,PIX Auto
SUB-910886,CUST-10911,Clube Plus 5k,219.90,5000,2025-10-31T06:00:00Z,Paid,Credit Card
SUB-907827,CUST-10667,Clube Plus 5k,219.90,5000,2025-10-31T07:00:00Z,Paid,Credit Card
SUB-907875,CUST-10673,Clube Plus 5k,219.90,5000,2025-10-31T07:00:00Z,Paid,Credit Card
SUB-900236,CUST-10016,Clube Top 20k,799.90,20000,2025-10-31T08:00:00Z,Paid,Auto Debit
SUB-911604,CUST-10978,Clube Top 20k,799.90,20000,2025-10-31T08:00:00Z,Paid,Auto Debit
SUB-911582,CUST-10977,Clube Top 20k,799.90,20000,2025-10-31T10:00:00Z,Paid,Credit Card
SUB-910737,CUST-10899,Clube Plus 5k,219.90,5000,2025-10-31T11:00:00Z,Paid,Auto Debit
SUB-904050,CUST-10331,Clube Classic 1k,44.90,1000,2025-10-31T12:00:00Z,Paid,Auto Debit
SUB-907947,CUST-10677,Clube Top 20k,799.90,20000,2025-11-01T08:00:00Z,Paid,PIX Auto
SUB-900911,CUST-10075,Clube Super 10k,489.90,10000,2025-11-01T09:00:00Z,Paid,Credit Card
SUB-908674,CUST-10731,Clube Super 10k,489.90,10000,2025-11-01T10:00:00Z,Paid,Credit Card
SUB-902774,CUST-10229,Clube Special 3k,129.90,3000,2025-11-01T11:00:00Z,Paid,Credit Card
SUB-909522,CUST-10798,Clube Super 10k,489.90,10000,2025-11-01T11:00:00Z,Paid,Credit Card
SUB-901674,CUST-10139,Clube Super 10k,489.90,10000,2025-11-01T12:00:00Z,Paid,Credit Card
SUB-908352,CUST-10707,Clube Plus 5k,219.90,5000,2025-11-02T07:00:00Z,Paid,Credit Card
SUB-902538,CUST-10206,Clube Super 10k,489.90,10000,2025-11-02T08:00:00Z,Paid,Credit Card
SUB-905244,CUST-10449,Clube Plus 5k,219.90,5000,2025-11-03T07:00:00Z,Paid,Auto Debit
SUB-900939,CUST-10077,Clube Super 10k,489.90,10000,2025-11-03T08:00:00Z,Paid,Credit Card
SUB-903611,CUST-10292,Clube Super 10k,489.90,10000,2025-11-03T12:00:00Z,Paid,Credit Card
SUB-900170,CUST-10012,Clube Plus 5k,219.90,5000,2025-11-04T07:00:00Z,Paid,Auto Debit
SUB-904686,CUST-10402,Clube Super 10k,489.90,10000,2025-11-04T11:00:00Z,Paid,Credit Card
SUB-908187,CUST-10694,Clube Super 10k,489.90,10000,2025-11-04T11:00:00Z,Paid,PIX Auto
SUB-903862,CUST-10310,Clube Super 10k,489.90,10000,2025-11-05T12:00:00Z,Paid,PIX Auto
SUB-904334,CUST-10362,Clube Top 20k,799.90,20000,2025-11-05T12:00:00Z,Paid,Credit Card
SUB-909371,CUST-10787,Clube Special 3k,129.90,3000,2025-11-06T06:00:00Z,Paid,PIX Auto
SUB-904257,CUST-10357,Clube Top 20k,799.90,20000,2025-11-06T07:00:00Z,Paid,PIX Auto
SUB-902753,CUST-10226,Clube Super 10k,489.90,10000,2025-11-06T11:00:00Z,Paid,Credit Card
SUB-901967,CUST-10159,Clube Top 20k,799.90,20000,2025-11-06T12:00:00Z,Paid,Credit Card
SUB-907643,CUST-10652,Clube Super 10k,489.90,10000,2025-11-07T07:00:00Z,Paid,Credit Card
SUB-903302,CUST-10261,Clube Plus 5k,219.90,5000,2025-11-07T09:00:00Z,Paid,PIX Auto
SUB-907016,CUST-10599,Clube Top 20k,799.90,20000,2025-11-07T11:00:00Z,Paid,PIX Auto
SUB-911847,CUST-10998,Clube Plus 5k,219.90,5000,2025-11-07T11:00:00Z,Paid,PIX Auto
SUB-902392,CUST-10195,Clube Plus 5k,219.90,5000,2025-11-07T12:00:00Z,Paid,PIX Auto
SUB-905570,CUST-10475,Clube Super 10k,489.90,10000,2025-11-08T07:00:00Z,Paid,Auto Debit
SUB-906287,CUST-10546,Clube Plus 5k,219.90,5000,2025-11-08T07:00:00Z,Paid,Credit Card
SUB-901198,CUST-10098,Clube Top 20k,799.90,20000,2025-11-08T11:00:00Z,Paid,Credit Card
SUB-905474,CUST-10466,Clube Super 10k,489.90,10000,2025-11-08T11:00:00Z,Paid,Credit Card
SUB-907263,CUST-10620,Clube Super 10k,489.90,10000,2025-11-09T07:00:00Z,Paid,Credit Card
SUB-907476,CUST-10639,Clube Top 20k,799.90,20000,2025-11-09T07:00:00Z,Paid,Credit Card
SUB-907366,CUST-10633,Clube Top 20k,799.90,20000,2025-11-09T08:00:00Z,Paid,PIX Auto
SUB-908130,CUST-10690,Clube Plus 5k,219.90,5000,2025-11-09T09:00:00Z,Paid,Auto Debit
SUB-900893,CUST-10073,Clube Top 20k,799.90,20000,2025-11-09T11:00:00Z,Paid,Credit Card
SUB-902426,CUST-10198,Clube Super 10k,489.90,10000,2025-11-09T12:00:00Z,Paid,PIX Auto
SUB-905954,CUST-10512,Clube Super 10k,489.90,10000,2025-11-10T07:00:00Z,Paid,Credit Card
SUB-900598,CUST-10052,Clube Top 20k,799.90,20000,2025-11-10T09:00:00Z,Paid,Credit Card
SUB-902708,CUST-10221,Clube Special 3k,129.90,3000,2025-11-10T11:00:00Z,Paid,Credit Card
SUB-907496,CUST-10640,Clube Plus 5k,219.90,5000,2025-11-11T06:00:00Z,Paid,Credit Card
SUB-909727,CUST-10815,Clube Top 20k,799.90,20000,2025-11-11T12:00:00Z,Paid,Auto Debit
SUB-908462,CUST-10718,Clube Super 10k,489.90,10000,2025-11-12T09:00:00Z,Paid,Credit Card
SUB-908793,CUST-10738,Clube Super 10k,489.90,10000,2025-11-12T12:00:00Z,Paid,Credit Card
SUB-901709,CUST-10142,Clube Top 20k,799.90,20000,2025-11-13T06:00:00Z,Paid,Auto Debit
SUB-902150,CUST-10175,Clube Top 20k,799.90,0,2025-11-13T07:00:00Z,Payment Failed,Auto Debit
SUB-911722,CUST-10985,Clube Top 20k,799.90,20000,2025-11-13T07:00:00Z,Paid,Credit Card
SUB-902317,CUST-10188,Clube Plus 5k,219.90,5000,2025-11-13T09:00:00Z,Paid,Credit Card
SUB-911476,CUST-10970,Clube Plus 5k,219.90,5000,2025-11-14T06:00:00Z,Paid,Credit Card
SUB-905839,CUST-10504,Clube Plus 5k,219.90,5000,2025-11-14T07:00:00Z,Paid,Credit Card
SUB-901160,CUST-10094,Clube Top 20k,799.90,20000,2025-11-14T08:00:00Z,Paid,Credit Card
SUB-901250,CUST-10100,Clube Top 20k,799.90,0,2025-11-14T08:00:00Z,Payment Failed,PIX Auto
SUB-901352,CUST-10114,Clube Top 20k,799.90,20000,2025-11-14T08:00:00Z,Paid,PIX Auto
SUB-905094,CUST-10435,Clube Super 10k,489.90,0,2025-11-14T08:00:00Z,Payment Failed,Auto Debit
SUB-903972,CUST-10321,Clube Super 10k,489.90,10000,2025-11-14T11:00:00Z,Paid,Auto Debit
SUB-903093,CUST-10249,Clube Top 20k,799.90,20000,2025-11-14T12:00:00Z,Paid,Credit Card
SUB-908330,CUST-10706,Clube Top 20k,799.90,20000,2025-11-14T12:00:00Z,Paid,Auto Debit
SUB-906410,CUST-10554,Clube Super 10k,489.90,10000,2025-11-15T06:00:00Z,Paid,Credit Card
SUB-906237,CUST-10544,Clube Top 20k,799.90,20000,2025-11-15T08:00:00Z,Paid,Auto Debit
SUB-906528,CUST-10561,Clube Top 20k,799.90,20000,2025-11-15T10:00:00Z,Paid,PIX Auto
SUB-911427,CUST-10965,Clube Top 20k,799.90,20000,2025-11-15T10:00:00Z,Paid,PIX Auto
SUB-902079,CUST-10169,Clube Plus 5k,219.90,0,2025-11-15T11:00:00Z,Payment Failed,Credit Card
SUB-904638,CUST-10398,Clube Super 10k,489.90,10000,2025-11-16T09:00:00Z,Paid,Auto Debit
SUB-908906,CUST-10749,Clube Top 20k,799.90,20000,2025-11-16T10:00:00Z,Paid,Credit Card
SUB-905027,CUST-10429,Clube Super 10k,489.90,10000,2025-11-17T07:00:00Z,Paid,Auto Debit
SUB-903501,CUST-10280,Clube Plus 5k,219.90,5000,2025-11-17T08:00:00Z,Paid,Credit Card
SUB-901381,CUST-10116,Clube Top 20k,799.90,20000,2025-11-17T12:00:00Z,Paid,PIX Auto
SUB-904737,CUST-10404,Clube Top 20k,799.90,20000,2025-11-18T06:00:00Z,Paid,Credit Card
SUB-907431,CUST-10636,Clube Top 20k,799.90,20000,2025-11-18T06:00:00Z,Paid,PIX Auto
SUB-908702,CUST-10732,Clube Super 10k,489.90,10000,2025-11-18T08:00:00Z,Paid,Credit Card
SUB-907282,CUST-10621,Clube Super 10k,489.90,10000,2025-11-19T06:00:00Z,Paid,Credit Card
SUB-908163,CUST-10693,Clube Plus 5k,219.90,5000,2025-11-20T10:00:00Z,Paid,Auto Debit
SUB-900356,CUST-10026,Clube Top 20k,799.90,20000,2025-11-20T12:00:00Z,Paid,Credit Card
SUB-900853,CUST-10071,Clube Plus 5k,219.90,5000,2025-11-20T12:00:00Z,Paid,Credit Card
SUB-905379,CUST-10461,Clube Top 20k,799.90,0,2025-11-21T07:00:00Z,Payment Failed,Auto Debit
SUB-903648,CUST-10295,Clube Plus 5k,219.90,5000,2025-11-21T08:00:00Z,Paid,Auto Debit
SUB-911821,CUST-10997,Clube Plus 5k,219.90,5000,2025-11-21T09:00:00Z,Paid,Credit Card
SUB-910907,CUST-10915,Clube Super 10k,489.90,0,2025-11-21T10:00:00Z,Payment Failed,Credit Card
SUB-905306,CUST-10452,Clube Top 20k,799.90,20000,2025-11-22T06:00:00Z,Paid,Credit Card
SUB-906616,CUST-10568,Clube Super 10k,489.90,10000,2025-11-22T06:00:00Z,Paid,Auto Debit
SUB-901220,CUST-10099,Clube Super 10k,489.90,10000,2025-11-22T07:00:00Z,Paid,Auto Debit
SUB-902951,CUST-10239,Clube Plus 5k,219.90,5000,2025-11-22T10:00:00Z,Paid,Auto Debit
SUB-906814,CUST-10582,Clube Top 20k,799.90,20000,2025-11-22T10:00:00Z,Paid,Credit Card
SUB-902658,CUST-10219,Clube Top 20k,799.90,20000,2025-11-22T11:00:00Z,Paid,PIX Auto
SUB-910835,CUST-10909,Clube Super 10k,489.90,10000,2025-11-22T11:00:00Z,Paid,Credit Card
SUB-906447,CUST-10556,Clube Super 10k,489.90,10000,2025-11-22T12:00:00Z,Paid,Credit Card
SUB-906314,CUST-10548,Clube Top 20k,799.90,20000,2025-11-23T10:00:00Z,Paid,Credit Card
SUB-906657,CUST-10571,Clube Plus 5k,219.90,5000,2025-11-23T10:00:00Z,Paid,Credit Card
SUB-906498,CUST-10559,Clube Top 20k,799.90,20000,2025-11-24T09:00:00Z,Paid,Credit Card
SUB-908108,CUST-10689,Clube Top 20k,799.90,20000,2025-11-24T09:00:00Z,Paid,Auto Debit
SUB-910650,CUST-10892,Clube Classic 1k,44.90,1000,2025-11-24T12:00:00Z,Paid,Credit Card
SUB-907738,CUST-10660,Clube Top 20k,799.90,20000,2025-11-25T09:00:00Z,Paid,Credit Card
SUB-902925,CUST-10238,Clube Top 20k,799.90,20000,2025-11-26T08:00:00Z,Paid,Auto Debit
SUB-908822,CUST-10740,Clube Super 10k,489.90,10000,2025-11-26T10:00:00Z,Paid,PIX Auto
SUB-904900,CUST-10415,Clube Top 20k,799.90,20000,2025-11-26T11:00:00Z,Paid,Credit Card
SUB-907198,CUST-10617,Clube Classic 1k,44.90,1000,2025-11-27T06:00:00Z,Paid,Auto Debit
SUB-911269,CUST-10952,Clube Super 10k,489.90,10000,2025-11-27T06:00:00Z,Paid,Credit Card
SUB-905908,CUST-10510,Clube Top 20k,799.90,20000,2025-11-27T11:00:00Z,Paid,Credit Card
SUB-910582,CUST-10886,Clube Top 20k,799.90,20000,2025-11-28T06:00:00Z,Paid,Credit Card
SUB-900716,CUST-10059,Clube Top 20k,799.90,20000,2025-11-28T10:00:00Z,Paid,PIX Auto
SUB-900085,CUST-10006,Clube Classic 1k,44.90,1000,2025-11-28T11:00:00Z,Paid,Credit Card
SUB-906188,CUST-10542,Clube Super 10k,489.90,10000,2025-11-29T07:00:00Z,Paid,Auto Debit
SUB-908013,CUST-10680,Clube Classic 1k,44.90,1000,2025-11-29T11:00:00Z,Paid,PIX Auto
SUB-911583,CUST-10977,Clube Top 20k,799.90,20000,2025-11-30T06:00:00Z,Paid,Credit Card
SUB-901427,CUST-10120,Clube Top 20k,799.90,20000,2025-11-30T07:00:00Z,Paid,PIX Auto
SUB-910887,CUST-10911,Clube Plus 5k,219.90,5000,2025-11-30T07:00:00Z,Paid,Credit Card
SUB-911605,CUST-10978,Clube Top 20k,799.90,20000,2025-11-30T08:00:00Z,Paid,Auto Debit
SUB-900237,CUST-10016,Clube Top 20k,799.90,20000,2025-11-30T09:00:00Z,Paid,Auto Debit
SUB-910738,CUST-10899,Clube Plus 5k,219.90,5000,2025-11-30T09:00:00Z,Paid,Auto Debit
SUB-904051,CUST-10331,Clube Classic 1k,44.90,1000,2025-11-30T11:00:00Z,Paid,Auto Debit
SUB-900912,CUST-10075,Clube Super 10k,489.90,10000,2025-12-01T10:00:00Z,Paid,Credit Card
SUB-907948,CUST-10677,Clube Top 20k,799.90,20000,2025-12-01T10:00:00Z,Paid,PIX Auto
SUB-909523,CUST-10798,Clube Super 10k,489.90,10000,2025-12-01T11:00:00Z,Paid,Credit Card
SUB-901675,CUST-10139,Clube Super 10k,489.90,10000,2025-12-01T12:00:00Z,Paid,Credit Card
SUB-902775,CUST-10229,Clube Special 3k,129.90,3000,2025-12-01T12:00:00Z,Paid,Credit Card
SUB-908675,CUST-10731,Clube Super 10k,489.90,10000,2025-12-01T12:00:00Z,Paid,Credit Card
SUB-908353,CUST-10707,Clube Plus 5k,219.90,5000,2025-12-02T08:00:00Z,Paid,Credit Card
SUB-902539,CUST-10206,Clube Super 10k,489.90,10000,2025-12-02T09:00:00Z,Paid,Credit Card
SUB-900940,CUST-10077,Clube Super 10k,489.90,10000,2025-12-03T06:00:00Z,Paid,Credit Card
SUB-903612,CUST-10292,Clube Super 10k,489.90,10000,2025-12-03T10:00:00Z,Paid,Credit Card
SUB-905245,CUST-10449,Clube Plus 5k,219.90,5000,2025-12-03T10:00:00Z,Paid,Auto Debit
SUB-904687,CUST-10402,Clube Super 10k,489.90,10000,2025-12-04T07:00:00Z,Paid,Credit Card
SUB-908188,CUST-10694,Clube Super 10k,489.90,10000,2025-12-04T09:00:00Z,Paid,PIX Auto
SUB-900171,CUST-10012,Clube Plus 5k,219.90,5000,2025-12-04T12:00:00Z,Paid,Auto Debit
SUB-904335,CUST-10362,Clube Top 20k,799.90,20000,2025-12-05T09:00:00Z,Paid,Credit Card
SUB-903863,CUST-10310,Clube Super 10k,489.90,10000,2025-12-05T11:00:00Z,Paid,PIX Auto
SUB-904258,CUST-10357,Clube Top 20k,799.90,20000,2025-12-06T07:00:00Z,Paid,PIX Auto
SUB-902754,CUST-10226,Clube Super 10k,489.90,10000,2025-12-06T08:00:00Z,Paid,Credit Card
SUB-901968,CUST-10159,Clube Top 20k,799.90,20000,2025-12-06T10:00:00Z,Paid,Credit Card
SUB-909372,CUST-10787,Clube Special 3k,129.90,3000,2025-12-06T11:00:00Z,Paid,PIX Auto
SUB-903303,CUST-10261,Clube Plus 5k,219.90,5000,2025-12-07T07:00:00Z,Paid,PIX Auto
SUB-907017,CUST-10599,Clube Top 20k,799.90,20000,2025-12-07T08:00:00Z,Paid,PIX Auto
SUB-907644,CUST-10652,Clube Super 10k,489.90,10000,2025-12-07T09:00:00Z,Paid,Credit Card
SUB-902393,CUST-10195,Clube Plus 5k,219.90,5000,2025-12-07T12:00:00Z,Paid,PIX Auto
SUB-905475,CUST-10466,Clube Super 10k,489.90,10000,2025-12-08T06:00:00Z,Paid,Credit Card
SUB-905571,CUST-10475,Clube Super 10k,489.90,10000,2025-12-08T09:00:00Z,Paid,Auto Debit
SUB-901199,CUST-10098,Clube Top 20k,799.90,20000,2025-12-08T10:00:00Z,Paid,Credit Card
SUB-902427,CUST-10198,Clube Super 10k,489.90,10000,2025-12-09T09:00:00Z,Paid,PIX Auto
SUB-907264,CUST-10620,Clube Super 10k,489.90,10000,2025-12-09T09:00:00Z,Paid,Credit Card
SUB-907477,CUST-10639,Clube Top 20k,799.90,20000,2025-12-09T09:00:00Z,Paid,Credit Card
SUB-900894,CUST-10073,Clube Top 20k,799.90,20000,2025-12-09T12:00:00Z,Paid,Credit Card
SUB-907367,CUST-10633,Clube Top 20k,799.90,20000,2025-12-09T12:00:00Z,Paid,PIX Auto
SUB-908131,CUST-10690,Clube Plus 5k,219.90,5000,2025-12-09T12:00:00Z,Paid,Auto Debit
SUB-900599,CUST-10052,Clube Top 20k,799.90,20000,2025-12-10T11:00:00Z,Paid,Credit Card
SUB-909728,CUST-10815,Clube Top 20k,799.90,20000,2025-12-11T07:00:00Z,Paid,Auto Debit
SUB-907497,CUST-10640,Clube Plus 5k,219.90,5000,2025-12-11T10:00:00Z,Paid,Credit Card
SUB-908463,CUST-10718,Clube Super 10k,489.90,10000,2025-12-12T10:00:00Z,Paid,Credit Card
SUB-908794,CUST-10738,Clube Super 10k,489.90,10000,2025-12-12T10:00:00Z,Paid,Credit Card
SUB-911723,CUST-10985,Clube Top 20k,799.90,20000,2025-12-13T06:00:00Z,Paid,Credit Card
SUB-901710,CUST-10142,Clube Top 20k,799.90,20000,2025-12-13T07:00:00Z,Paid,Auto Debit
SUB-902151,CUST-10175,Clube Top 20k,799.90,20000,2025-12-13T09:00:00Z,Paid,Auto Debit
SUB-902318,CUST-10188,Clube Plus 5k,219.90,5000,2025-12-13T09:00:00Z,Paid,Credit Card
SUB-901161,CUST-10094,Clube Top 20k,799.90,20000,2025-12-14T06:00:00Z,Paid,Credit Card
SUB-901353,CUST-10114,Clube Top 20k,799.90,20000,2025-12-14T06:00:00Z,Paid,PIX Auto
SUB-908331,CUST-10706,Clube Top 20k,799.90,20000,2025-12-14T06:00:00Z,Paid,Auto Debit
SUB-901251,CUST-10100,Clube Top 20k,799.90,20000,2025-12-14T07:00:00Z,Paid,PIX Auto
SUB-905840,CUST-10504,Clube Plus 5k,219.90,5000,2025-12-14T07:00:00Z,Paid,Credit Card
SUB-903973,CUST-10321,Clube Super 10k,489.90,10000,2025-12-14T08:00:00Z,Paid,Auto Debit
SUB-905095,CUST-10435,Clube Super 10k,489.90,10000,2025-12-14T08:00:00Z,Paid,Auto Debit
SUB-903094,CUST-10249,Clube Top 20k,799.90,20000,2025-12-14T12:00:00Z,Paid,Credit Card
SUB-911477,CUST-10970,Clube Plus 5k,219.90,5000,2025-12-14T12:00:00Z,Paid,Credit Card
SUB-902080,CUST-10169,Clube Plus 5k,219.90,5000,2025-12-15T06:00:00Z,Paid,Credit Card
SUB-906529,CUST-10561,Clube Top 20k,799.90,20000,2025-12-15T06:00:00Z,Paid,PIX Auto
SUB-911428,CUST-10965,Clube Top 20k,799.90,20000,2025-12-15T06:00:00Z,Paid,PIX Auto
SUB-906238,CUST-10544,Clube Top 20k,799.90,20000,2025-12-15T07:00:00Z,Paid,Auto Debit
SUB-906411,CUST-10554,Clube Super 10k,489.90,10000,2025-12-15T09:00:00Z,Paid,Credit Card
SUB-908907,CUST-10749,Clube Top 20k,799.90,20000,2025-12-16T07:00:00Z,Paid,Credit Card
SUB-904639,CUST-10398,Clube Super 10k,489.90,10000,2025-12-16T12:00:00Z,Paid,Auto Debit
SUB-901382,CUST-10116,Clube Top 20k,799.90,20000,2025-12-17T06:00:00Z,Paid,PIX Auto
SUB-903502,CUST-10280,Clube Plus 5k,219.90,5000,2025-12-17T09:00:00Z,Paid,Credit Card
SUB-905028,CUST-10429,Clube Super 10k,489.90,10000,2025-12-17T11:00:00Z,Paid,Auto Debit
SUB-908703,CUST-10732,Clube Super 10k,489.90,10000,2025-12-18T07:00:00Z,Paid,Credit Card
SUB-907432,CUST-10636,Clube Top 20k,799.90,20000,2025-12-18T08:00:00Z,Paid,PIX Auto
SUB-904738,CUST-10404,Clube Top 20k,799.90,20000,2025-12-18T12:00:00Z,Paid,Credit Card
SUB-907283,CUST-10621,Clube Super 10k,489.90,10000,2025-12-19T09:00:00Z,Paid,Credit Card
SUB-900854,CUST-10071,Clube Plus 5k,219.90,5000,2025-12-20T07:00:00Z,Paid,Credit Card
SUB-908164,CUST-10693,Clube Plus 5k,219.90,5000,2025-12-20T08:00:00Z,Paid,Auto Debit
SUB-900357,CUST-10026,Clube Top 20k,799.90,20000,2025-12-20T10:00:00Z,Paid,Credit Card
SUB-905380,CUST-10461,Clube Top 20k,799.90,20000,2025-12-21T06:00:00Z,Paid,Auto Debit
SUB-903649,CUST-10295,Clube Plus 5k,219.90,5000,2025-12-21T07:00:00Z,Paid,Auto Debit
SUB-911822,CUST-10997,Clube Plus 5k,219.90,5000,2025-12-21T09:00:00Z,Paid,Credit Card
SUB-910908,CUST-10915,Clube Super 10k,489.90,10000,2025-12-21T10:00:00Z,Paid,Credit Card
SUB-906448,CUST-10556,Clube Super 10k,489.90,10000,2025-12-22T07:00:00Z,Paid,Credit Card
SUB-906815,CUST-10582,Clube Top 20k,799.90,20000,2025-12-22T07:00:00Z,Paid,Credit Card
SUB-902659,CUST-10219,Clube Top 20k,799.90,20000,2025-12-22T08:00:00Z,Paid,PIX Auto
SUB-901221,CUST-10099,Clube Super 10k,489.90,10000,2025-12-22T09:00:00Z,Paid,Auto Debit
SUB-910836,CUST-10909,Clube Super 10k,489.90,10000,2025-12-22T11:00:00Z,Paid,Credit Card
SUB-906617,CUST-10568,Clube Super 10k,489.90,10000,2025-12-22T12:00:00Z,Paid,Auto Debit
SUB-906315,CUST-10548,Clube Top 20k,799.90,20000,2025-12-23T09:00:00Z,Paid,Credit Card
SUB-906658,CUST-10571,Clube Plus 5k,219.90,5000,2025-12-23T12:00:00Z,Paid,Credit Card
SUB-910651,CUST-10892,Clube Classic 1k,44.90,1000,2025-12-24T06:00:00Z,Paid,Credit Card
SUB-906499,CUST-10559,Clube Top 20k,799.90,20000,2025-12-24T08:00:00Z,Paid,Credit Card
SUB-908109,CUST-10689,Clube Top 20k,799.90,20000,2025-12-24T12:00:00Z,Paid,Auto Debit
SUB-907739,CUST-10660,Clube Top 20k,799.90,20000,2025-12-25T07:00:00Z,Paid,Credit Card
SUB-902926,CUST-10238,Clube Top 20k,799.90,20000,2025-12-26T10:00:00Z,Paid,Auto Debit
SUB-908823,CUST-10740,Clube Super 10k,489.90,10000,2025-12-26T12:00:00Z,Paid,PIX Auto
SUB-905909,CUST-10510,Clube Top 20k,799.90,20000,2025-12-27T07:00:00Z,Paid,Credit Card
SUB-907199,CUST-10617,Clube Classic 1k,44.90,1000,2025-12-27T08:00:00Z,Paid,Auto Debit
SUB-911270,CUST-10952,Clube Super 10k,489.90,10000,2025-12-27T11:00:00Z,Paid,Credit Card
SUB-900717,CUST-10059,Clube Top 20k,799.90,20000,2025-12-28T10:00:00Z,Paid,PIX Auto
SUB-910583,CUST-10886,Clube Top 20k,799.90,20000,2025-12-28T11:00:00Z,Paid,Credit Card
SUB-906189,CUST-10542,Clube Super 10k,489.90,10000,2025-12-29T10:00:00Z,Paid,Auto Debit
SUB-908014,CUST-10680,Clube Classic 1k,44.90,1000,2025-12-29T12:00:00Z,Paid,PIX Auto
SUB-900238,CUST-10016,Clube Top 20k,799.90,20000,2025-12-30T07:00:00Z,Paid,Auto Debit
SUB-901428,CUST-10120,Clube Top 20k,799.90,20000,2025-12-30T07:00:00Z,Paid,PIX Auto
SUB-911606,CUST-10978,Clube Top 20k,799.90,20000,2025-12-30T08:00:00Z,Paid,Auto Debit
SUB-911584,CUST-10977,Clube Top 20k,799.90,20000,2025-12-30T10:00:00Z,Paid,Credit Card
SUB-910739,CUST-10899,Clube Plus 5k,219.90,5000,2025-12-30T11:00:00Z,Paid,Auto Debit
SUB-904052,CUST-10331,Clube Classic 1k,44.90,1000,2025-12-30T12:00:00Z,Paid,Auto Debit
SUB-902776,CUST-10229,Clube Special 3k,129.90,0,2025-12-31T06:00:00Z,Payment Failed,Credit Card
