CaseId,CustomerId,Subject,Category,Channel,Priority,Status,SatisfactionScore,CreatedDate,ResolvedDate
CASE-500052,CUST-10084,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,High,Resolved,1,2025-10-01T09:52:00Z,2025-10-08T09:52:00Z
CASE-500559,CUST-10796,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Medium,Escalated,2,2025-10-02T04:43:00Z,
CASE-500184,CUST-10266,Solicitação de estorno de taxa de transferência,Financeiro,Reclame Aqui,Medium,Closed,3,2025-10-03T04:08:00Z,2025-10-10T04:08:00Z
CASE-500317,CUST-10471,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,Medium,Resolved,3,2025-10-03T10:10:00Z,2025-10-13T10:10:00Z
CASE-500029,CUST-10047,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,Low,Resolved,4,2025-10-04T09:09:00Z,2025-10-12T09:09:00Z
CASE-500217,CUST-10320,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,Medium,Resolved,2,2025-10-07T14:47:00Z,2025-10-15T14:47:00Z
CASE-500021,CUST-10035,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Reclame Aqui,High,Closed,1,2025-10-08T12:26:00Z,2025-10-11T12:26:00Z
CASE-500683,CUST-10960,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,Medium,Resolved,4,2025-10-12T21:18:00Z,2025-10-22T21:18:00Z
CASE-500305,CUST-10458,Atraso na entrega de produto resgatado,Resgate/Entrega,Reclame Aqui,Critical,Resolved,3,2025-10-13T04:17:00Z,2025-10-16T04:17:00Z
CASE-500423,CUST-10610,Solicitação de estorno de taxa de transferência,Financeiro,Telefone,Medium,Closed,5,2025-10-14T08:50:00Z,2025-10-22T08:50:00Z
CASE-500492,CUST-10699,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Medium,Resolved,1,2025-10-14T10:34:00Z,2025-10-17T10:34:00Z
CASE-500179,CUST-10262,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,Low,Closed,5,2025-10-20T22:31:00Z,2025-10-22T22:31:00Z
CASE-500535,CUST-10752,Solicitação de estorno de taxa de transferência,Financeiro,Telefone,High,In Progress,3,2025-10-21T03:24:00Z,
CASE-500536,CUST-10753,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Chat Web,Medium,Closed,4,2025-10-21T09:49:00Z,2025-10-31T09:49:00Z
CASE-500667,CUST-10947,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Medium,Resolved,4,2025-10-22T02:41:00Z,2025-10-26T02:41:00Z
CASE-500366,CUST-10535,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Medium,In Progress,1,2025-10-26T03:51:00Z,
CASE-500266,CUST-10391,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,Low,Closed,3,2025-10-26T16:41:00Z,2025-11-02T16:41:00Z
CASE-500186,CUST-10272,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,Low,Closed,5,2025-10-29T13:23:00Z,2025-11-06T13:23:00Z
CASE-500705,CUST-10990,Atraso na entrega de produto resgatado,Resgate/Entrega,WhatsApp,Low,Resolved,1,2025-10-30T01:52:00Z,2025-11-08T01:52:00Z
CASE-500389,CUST-10573,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,App Livelo,High,Resolved,2,2025-10-31T01:28:00Z,2025-11-01T01:28:00Z
CASE-500218,CUST-10320,Dúvida sobre validade dos pontos expirando,Atendimento,Chat Web,High,Resolved,1,2025-10-31T10:31:00Z,2025-11-02T10:31:00Z
CASE-500595,CUST-10848,Alteração de endereço de entrega de pedido,Resgate/Entrega,Telefone,Critical,In Progress,1,2025-10-31T20:06:00Z,
CASE-500482,CUST-10689,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Low,Closed,4,2025-10-31T21:11:00Z,2025-11-09T21:11:00Z
CASE-500017,CUST-10030,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Low,Closed,5,2025-11-01T02:11:00Z,2025-11-09T02:11:00Z
CASE-500387,CUST-10573,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Low,In Progress,1,2025-11-02T05:01:00Z,
CASE-500072,CUST-10109,Voucher de Gift Card com código inválido,Resgate/Entrega,Reclame Aqui,Critical,Closed,1,2025-11-03T05:39:00Z,2025-11-04T05:39:00Z
CASE-500033,CUST-10053,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,WhatsApp,Medium,Closed,5,2025-11-03T18:54:00Z,2025-11-12T18:54:00Z
CASE-500150,CUST-10233,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,High,Resolved,1,2025-11-06T21:17:00Z,2025-11-08T21:17:00Z
CASE-500068,CUST-10101,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Medium,Resolved,3,2025-11-08T21:18:00Z,2025-11-11T21:18:00Z
CASE-500628,CUST-10893,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,High,Escalated,1,2025-11-11T21:35:00Z,
CASE-500295,CUST-10434,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Critical,Resolved,2,2025-11-12T07:38:00Z,2025-11-19T07:38:00Z
CASE-500156,CUST-10236,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,High,Resolved,1,2025-11-12T21:40:00Z,2025-11-13T21:40:00Z
CASE-500136,CUST-10215,Dúvida sobre validade dos pontos expirando,Atendimento,Reclame Aqui,Low,Closed,3,2025-11-13T13:00:00Z,2025-11-15T13:00:00Z
CASE-500154,CUST-10235,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,Low,Resolved,1,2025-11-16T03:38:00Z,2025-11-21T03:38:00Z
CASE-500089,CUST-10134,Dúvida sobre validade dos pontos expirando,Atendimento,Chat Web,Low,Closed,4,2025-11-16T13:55:00Z,2025-11-24T13:55:00Z
CASE-500060,CUST-10091,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Medium,Closed,4,2025-11-16T16:14:00Z,2025-11-21T16:14:00Z
CASE-500362,CUST-10532,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,High,Closed,1,2025-11-16T21:05:00Z,2025-11-22T21:05:00Z
CASE-500290,CUST-10426,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Medium,Closed,5,2025-11-18T08:55:00Z,2025-11-26T08:55:00Z
CASE-500105,CUST-10159,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Medium,Resolved,4,2025-11-19T01:00:00Z,2025-11-26T01:00:00Z
CASE-500648,CUST-10919,Produto entregue com avaria/defeito,Resgate/Entrega,Telefone,Critical,In Progress,2,2025-11-21T00:54:00Z,
CASE-500541,CUST-10768,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,Medium,Closed,5,2025-11-21T14:39:00Z,2025-11-27T14:39:00Z
CASE-500222,CUST-10328,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Critical,Closed,2,2025-11-22T22:09:00Z,2025-11-23T22:09:00Z
CASE-500530,CUST-10748,Pontos não creditados após compra parceira,Pontuação/Acúmulo,WhatsApp,Medium,Resolved,5,2025-11-23T20:06:00Z,2025-11-29T20:06:00Z
CASE-500584,CUST-10839,Voucher de Gift Card com código inválido,Resgate/Entrega,App Livelo,High,Closed,1,2025-11-24T11:47:00Z,2025-11-30T11:47:00Z
CASE-500363,CUST-10533,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Low,Resolved,4,2025-11-26T00:42:00Z,2025-11-27T00:42:00Z
CASE-500626,CUST-10893,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Low,Escalated,1,2025-11-26T05:45:00Z,
CASE-500110,CUST-10171,Dúvida sobre validade dos pontos expirando,Atendimento,Reclame Aqui,Low,In Progress,2,2025-11-26T16:33:00Z,
CASE-500028,CUST-10045,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Medium,Closed,5,2025-11-26T20:25:00Z,2025-12-06T20:25:00Z
CASE-500505,CUST-10710,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,High,Closed,4,2025-11-28T04:26:00Z,2025-12-01T04:26:00Z
CASE-500170,CUST-10254,Alteração de endereço de entrega de pedido,Resgate/Entrega,WhatsApp,High,Closed,4,2025-12-01T02:52:00Z,2025-12-09T02:52:00Z
CASE-500259,CUST-10375,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,Medium,Closed,4,2025-12-02T21:07:00Z,2025-12-07T21:07:00Z
CASE-500572,CUST-10825,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Reclame Aqui,High,Escalated,2,2025-12-03T00:12:00Z,
CASE-500435,CUST-10628,Alteração de endereço de entrega de pedido,Resgate/Entrega,WhatsApp,Low,Closed,5,2025-12-04T05:23:00Z,2025-12-06T05:23:00Z
CASE-500141,CUST-10218,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,Medium,Resolved,4,2025-12-06T12:59:00Z,2025-12-14T12:59:00Z
CASE-500356,CUST-10522,Dúvida sobre validade dos pontos expirando,Atendimento,Telefone,High,Closed,4,2025-12-08T06:36:00Z,2025-12-14T06:36:00Z
CASE-500457,CUST-10657,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Reclame Aqui,Critical,Closed,1,2025-12-09T05:38:00Z,2025-12-11T05:38:00Z
CASE-500277,CUST-10405,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,App Livelo,High,Resolved,3,2025-12-14T11:39:00Z,2025-12-23T11:39:00Z
CASE-500112,CUST-10175,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,Low,In Progress,4,2025-12-15T19:34:00Z,
CASE-500627,CUST-10893,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Critical,In Progress,1,2025-12-17T01:56:00Z,
CASE-500506,CUST-10711,Dúvida sobre validade dos pontos expirando,Atendimento,App Livelo,Low,Closed,3,2025-12-19T02:06:00Z,2025-12-28T02:06:00Z
CASE-500397,CUST-10587,Pontos não creditados após compra parceira,Pontuação/Acúmulo,WhatsApp,High,Resolved,1,2025-12-20T04:18:00Z,2025-12-25T04:18:00Z
CASE-500381,CUST-10558,Produto entregue com avaria/defeito,Resgate/Entrega,App Livelo,Medium,Resolved,5,2025-12-20T07:25:00Z,2025-12-25T07:25:00Z
CASE-500196,CUST-10285,Produto entregue com avaria/defeito,Resgate/Entrega,Telefone,Medium,Closed,5,2025-12-21T13:56:00Z,2025-12-24T13:56:00Z
CASE-500357,CUST-10523,Alteração de endereço de entrega de pedido,Resgate/Entrega,WhatsApp,High,Escalated,1,2025-12-23T23:50:00Z,
CASE-500255,CUST-10371,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,Medium,Escalated,2,2025-12-24T11:31:00Z,
CASE-500067,CUST-10098,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Telefone,Medium,Resolved,5,2025-12-24T18:05:00Z,2025-12-31T18:05:00Z
CASE-500604,CUST-10865,Voucher de Gift Card com código inválido,Resgate/Entrega,App Livelo,Low,Closed,5,2025-12-24T23:18:00Z,2025-12-27T23:18:00Z
CASE-500232,CUST-10337,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Critical,In Progress,1,2025-12-25T05:21:00Z,
CASE-500531,CUST-10749,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Low,Resolved,5,2025-12-25T09:50:00Z,2025-12-27T09:50:00Z
CASE-500075,CUST-10115,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Reclame Aqui,Critical,Closed,1,2025-12-25T22:20:00Z,2025-12-30T22:20:00Z
CASE-500388,CUST-10573,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,High,Closed,1,2025-12-27T18:10:00Z,2025-12-29T18:10:00Z
CASE-500335,CUST-10493,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Medium,In Progress,2,2025-12-29T01:27:00Z,
CASE-500208,CUST-10312,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,WhatsApp,Medium,Resolved,4,2025-12-31T02:36:00Z,2026-01-01T02:36:00Z
CASE-500347,CUST-10510,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Chat Web,High,Resolved,5,2025-12-31T06:47:00Z,2026-01-06T06:47:00Z
CASE-500420,CUST-10606,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Low,Resolved,5,2025-12-31T06:55:00Z,2026-01-09T06:55:00Z
CASE-500473,CUST-10679,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Chat Web,Low,Resolved,4,2025-12-31T15:57:00Z,2026-01-07T15:57:00Z
CASE-500424,CUST-10612,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Low,Closed,4,2026-01-04T10:44:00Z,2026-01-06T10:44:00Z
CASE-500561,CUST-10802,Solicitação de estorno de taxa de transferência,Financeiro,Reclame Aqui,High,Resolved,1,2026-01-04T20:42:00Z,2026-01-13T20:42:00Z
CASE-500200,CUST-10292,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,Medium,Closed,4,2026-01-05T07:42:00Z,2026-01-13T07:42:00Z
CASE-500674,CUST-10953,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,Low,Resolved,5,2026-01-05T10:42:00Z,2026-01-11T10:42:00Z
CASE-500249,CUST-10364,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,Low,Closed,4,2026-01-06T20:18:00Z,2026-01-10T20:18:00Z
CASE-500253,CUST-10370,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,High,Closed,2,2026-01-08T07:38:00Z,2026-01-09T07:38:00Z
CASE-500349,CUST-10513,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Low,Closed,5,2026-01-08T13:52:00Z,2026-01-12T13:52:00Z
CASE-500499,CUST-10706,Pontos não creditados após compra parceira,Pontuação/Acúmulo,WhatsApp,Medium,Closed,5,2026-01-13T01:05:00Z,2026-01-15T01:05:00Z
CASE-500338,CUST-10496,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,High,Escalated,2,2026-01-14T15:17:00Z,
CASE-500235,CUST-10343,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,High,Escalated,1,2026-01-16T14:18:00Z,
CASE-500467,CUST-10671,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,Low,Closed,5,2026-01-18T06:41:00Z,2026-01-22T06:41:00Z
CASE-500149,CUST-10228,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Low,Closed,5,2026-01-23T00:25:00Z,2026-01-27T00:25:00Z
CASE-500439,CUST-10632,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Medium,Closed,5,2026-01-24T21:57:00Z,2026-01-28T21:57:00Z
CASE-500003,CUST-10009,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,Medium,Resolved,5,2026-01-26T03:13:00Z,2026-02-05T03:13:00Z
CASE-500027,CUST-10044,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Medium,Closed,5,2026-01-27T15:50:00Z,2026-02-06T15:50:00Z
CASE-500659,CUST-10933,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,Critical,Closed,1,2026-01-29T00:27:00Z,2026-02-07T00:27:00Z
CASE-500448,CUST-10649,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Telefone,High,Escalated,1,2026-01-30T21:44:00Z,
CASE-500289,CUST-10425,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Chat Web,Low,Escalated,4,2026-01-30T23:56:00Z,
CASE-500400,CUST-10589,Voucher de Gift Card com código inválido,Resgate/Entrega,Chat Web,Medium,Resolved,4,2026-01-31T00:12:00Z,2026-02-03T00:12:00Z
CASE-500624,CUST-10891,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Low,Closed,5,2026-02-01T03:30:00Z,2026-02-02T03:30:00Z
CASE-500113,CUST-10176,Alteração de endereço de entrega de pedido,Resgate/Entrega,App Livelo,Medium,Closed,5,2026-02-02T11:27:00Z,2026-02-11T11:27:00Z
CASE-500552,CUST-10786,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Critical,Closed,2,2026-02-03T00:15:00Z,2026-02-04T00:15:00Z
CASE-500633,CUST-10896,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,High,Closed,3,2026-02-08T08:16:00Z,2026-02-13T08:16:00Z
CASE-500504,CUST-10710,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Low,Resolved,4,2026-02-11T07:48:00Z,2026-02-21T07:48:00Z
CASE-500086,CUST-10129,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,Low,Resolved,5,2026-02-12T08:02:00Z,2026-02-19T08:02:00Z
CASE-500611,CUST-10876,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,Critical,In Progress,1,2026-02-12T11:14:00Z,
CASE-500079,CUST-10119,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Low,In Progress,1,2026-02-13T11:37:00Z,
CASE-500162,CUST-10240,Alteração de endereço de entrega de pedido,Resgate/Entrega,Telefone,Low,In Progress,5,2026-02-16T20:04:00Z,
CASE-500051,CUST-10081,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,High,Closed,1,2026-02-17T15:36:00Z,2026-02-18T15:36:00Z
CASE-500039,CUST-10065,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,High,Escalated,1,2026-02-18T19:25:00Z,
CASE-500645,CUST-10917,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Telefone,Low,Closed,5,2026-02-19T02:37:00Z,2026-02-23T02:37:00Z
CASE-500163,CUST-10244,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Reclame Aqui,High,Escalated,2,2026-02-19T21:17:00Z,
CASE-500605,CUST-10865,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,WhatsApp,Medium,Resolved,3,2026-02-23T00:23:00Z,2026-02-28T00:23:00Z
CASE-500353,CUST-10518,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Reclame Aqui,Medium,Closed,4,2026-02-25T06:09:00Z,2026-03-02T06:09:00Z
CASE-500133,CUST-10209,Atraso na entrega de produto resgatado,Resgate/Entrega,Chat Web,Medium,Resolved,5,2026-02-26T17:14:00Z,2026-03-03T17:14:00Z
CASE-500692,CUST-10974,Produto entregue com avaria/defeito,Resgate/Entrega,App Livelo,Medium,In Progress,1,2026-02-26T20:49:00Z,
CASE-500100,CUST-10152,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Medium,Closed,5,2026-02-27T17:53:00Z,2026-03-09T17:53:00Z
CASE-500070,CUST-10108,Alteração de endereço de entrega de pedido,Resgate/Entrega,Chat Web,Low,Closed,4,2026-02-27T19:29:00Z,2026-03-08T19:29:00Z
CASE-500526,CUST-10744,Dúvida sobre validade dos pontos expirando,Atendimento,Chat Web,High,Closed,1,2026-02-28T21:19:00Z,2026-03-08T21:19:00Z
CASE-500306,CUST-10459,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Chat Web,Low,Closed,4,2026-03-01T19:58:00Z,2026-03-09T19:58:00Z
CASE-500615,CUST-10879,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,WhatsApp,Low,Resolved,5,2026-03-01T23:10:00Z,2026-03-04T23:10:00Z
CASE-500441,CUST-10636,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,Low,Closed,5,2026-03-04T00:03:00Z,2026-03-06T00:03:00Z
CASE-500546,CUST-10774,Pontos não creditados após compra parceira,Pontuação/Acúmulo,WhatsApp,Low,Closed,5,2026-03-05T13:48:00Z,2026-03-07T13:48:00Z
CASE-500374,CUST-10549,Voucher de Gift Card com código inválido,Resgate/Entrega,WhatsApp,Low,Closed,5,2026-03-05T20:51:00Z,2026-03-11T20:51:00Z
CASE-500447,CUST-10646,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,Low,Resolved,5,2026-03-07T13:09:00Z,2026-03-09T13:09:00Z
CASE-500022,CUST-10037,Solicitação de estorno de taxa de transferência,Financeiro,WhatsApp,Low,Closed,4,2026-03-08T05:10:00Z,2026-03-13T05:10:00Z
CASE-500083,CUST-10124,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,High,Closed,1,2026-03-08T16:07:00Z,2026-03-12T16:07:00Z
CASE-500234,CUST-10341,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,Medium,Resolved,2,2026-03-09T01:14:00Z,2026-03-15T01:14:00Z
CASE-500668,CUST-10947,Atraso na entrega de produto resgatado,Resgate/Entrega,Telefone,Medium,Closed,4,2026-03-09T22:48:00Z,2026-03-15T22:48:00Z
CASE-500352,CUST-10516,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,Low,Closed,4,2026-03-10T04:16:00Z,2026-03-18T04:16:00Z
CASE-500428,CUST-10616,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,App Livelo,Low,Closed,5,2026-03-11T02:52:00Z,2026-03-14T02:52:00Z
CASE-500698,CUST-10982,Voucher de Gift Card com código inválido,Resgate/Entrega,App Livelo,Critical,Closed,2,2026-03-15T09:13:00Z,2026-03-17T09:13:00Z
CASE-500360,CUST-10528,Atraso na entrega de produto resgatado,Resgate/Entrega,Reclame Aqui,High,Resolved,2,2026-03-17T15:13:00Z,2026-03-24T15:13:00Z
CASE-500606,CUST-10866,Voucher de Gift Card com código inválido,Resgate/Entrega,App Livelo,High,Closed,2,2026-03-19T15:24:00Z,2026-03-22T15:24:00Z
CASE-500602,CUST-10859,Atraso na entrega de produto resgatado,Resgate/Entrega,WhatsApp,Medium,Closed,4,2026-03-20T08:16:00Z,2026-03-23T08:16:00Z
CASE-500483,CUST-10689,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,Low,Closed,5,2026-03-21T01:00:00Z,2026-03-31T01:00:00Z
CASE-500507,CUST-10712,Solicitação de estorno de taxa de transferência,Financeiro,WhatsApp,Medium,Closed,5,2026-03-21T07:56:00Z,2026-03-29T07:56:00Z
CASE-500591,CUST-10845,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Chat Web,High,Resolved,1,2026-03-24T21:41:00Z,2026-03-29T21:41:00Z
CASE-500164,CUST-10244,Solicitação de estorno de taxa de transferência,Financeiro,WhatsApp,Medium,Escalated,2,2026-03-27T13:18:00Z,
CASE-500469,CUST-10675,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Chat Web,Medium,Closed,4,2026-03-27T14:48:00Z,2026-04-05T14:48:00Z
CASE-500544,CUST-10771,Atraso na entrega de produto resgatado,Resgate/Entrega,Reclame Aqui,Medium,Resolved,1,2026-03-29T09:49:00Z,2026-03-31T09:49:00Z
CASE-500269,CUST-10393,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Telefone,High,Resolved,1,2026-03-29T17:46:00Z,2026-04-02T17:46:00Z
CASE-500312,CUST-10465,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Telefone,Critical,Closed,3,2026-03-29T19:05:00Z,2026-04-07T19:05:00Z
CASE-500461,CUST-10665,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,App Livelo,High,Resolved,2,2026-03-31T12:29:00Z,2026-04-05T12:29:00Z
CASE-500059,CUST-10091,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Low,Closed,5,2026-04-03T21:51:00Z,2026-04-04T21:51:00Z
CASE-500135,CUST-10214,Voucher de Gift Card com código inválido,Resgate/Entrega,Chat Web,Low,Closed,3,2026-04-05T08:57:00Z,2026-04-10T08:57:00Z
CASE-500517,CUST-10725,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Low,Resolved,2,2026-04-10T00:54:00Z,2026-04-14T00:54:00Z
CASE-500098,CUST-10149,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Telefone,Medium,Closed,5,2026-04-10T22:13:00Z,2026-04-12T22:13:00Z
CASE-500547,CUST-10775,Produto entregue com avaria/defeito,Resgate/Entrega,WhatsApp,Low,Closed,4,2026-04-15T14:29:00Z,2026-04-25T14:29:00Z
CASE-500181,CUST-10263,Atraso na entrega de produto resgatado,Resgate/Entrega,Telefone,Medium,Resolved,2,2026-04-16T12:21:00Z,2026-04-26T12:21:00Z
CASE-500623,CUST-10891,Alteração de endereço de entrega de pedido,Resgate/Entrega,Reclame Aqui,Low,Resolved,5,2026-04-16T15:18:00Z,2026-04-21T15:18:00Z
CASE-500468,CUST-10674,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Reclame Aqui,Low,Closed,4,2026-04-16T21:38:00Z,2026-04-25T21:38:00Z
CASE-500383,CUST-10566,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,High,In Progress,2,2026-04-17T05:47:00Z,
CASE-500337,CUST-10495,Produto entregue com avaria/defeito,Resgate/Entrega,Telefone,High,Closed,4,2026-04-17T19:51:00Z,2026-04-22T19:51:00Z
CASE-500081,CUST-10123,Voucher de Gift Card com código inválido,Resgate/Entrega,Telefone,Medium,Closed,3,2026-04-18T16:03:00Z,2026-04-22T16:03:00Z
CASE-500315,CUST-10470,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Low,Closed,3,2026-04-18T16:04:00Z,2026-04-28T16:04:00Z
CASE-500671,CUST-10949,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,WhatsApp,High,Escalated,2,2026-04-30T05:46:00Z,
CASE-500239,CUST-10347,Cobrança indevida da mensalidade do Clube Livelo,Clube Livelo,Chat Web,High,In Progress,1,2026-05-01T16:43:00Z,
CASE-500393,CUST-10581,Produto entregue com avaria/defeito,Resgate/Entrega,Chat Web,Low,Resolved,4,2026-05-01T16:45:00Z,2026-05-02T16:45:00Z
CASE-500525,CUST-10744,Dificuldade para cancelar assinatura do Clube Livelo,Clube Livelo,Reclame Aqui,Medium,Escalated,3,2026-05-10T00:44:00Z,
CASE-500456,CUST-10657,Produto entregue com avaria/defeito,Resgate/Entrega,Reclame Aqui,Critical,Closed,1,2026-05-10T07:23:00Z,2026-05-18T07:23:00Z
CASE-500560,CUST-10798,Dúvida sobre validade dos pontos expirando,Atendimento,WhatsApp,High,Resolved,5,2026-05-12T06:33:00Z,2026-05-22T06:33:00Z
CASE-500007,CUST-10016,Pontos não creditados após compra parceira,Pontuação/Acúmulo,App Livelo,Medium,Closed,4,2026-05-12T12:47:00Z,2026-05-17T12:47:00Z
CASE-500599,CUST-10852,Produto entregue com avaria/defeito,Resgate/Entrega,Telefone,Low,Resolved,4,2026-05-13T21:01:00Z,2026-05-21T21:01:00Z
CASE-500663,CUST-10942,Atraso na entrega de produto resgatado,Resgate/Entrega,App Livelo,High,Escalated,1,2026-05-17T11:41:00Z,
CASE-500511,CUST-10716,Erro ao transferir pontos para programa aéreo,Pontuação/Acúmulo,Reclame Aqui,Medium,Closed,3,2026-05-19T10:49:00Z,2026-05-27T10:49:00Z
CASE-500272,CUST-10398,Pontos não creditados após compra parceira,Pontuação/Acúmulo,Telefone,Critical,Closed,5,2026-05-19T22:56:00Z,2026-05-22T22:56:00Z
